,text,label,text_length
1531,"As a depositor, I want to link datasets to publications in PERSON13, so that both my data and publications are more easily discovered.",Unknown,130
1532,"As a depositor, I want to mint DOIs for my data, so that it can be discovered and cited more easily and citations can be tracked so that I can receive credit.",Unknown,158
1533,"As a depositor, I want to have metadata automatically filled from other ORG151 systems and remembered from previous deposits, so that I don't have to waste time reentering the same information.",Unknown,197
1534,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",Unknown,135
1535,"As a depositor, I want to track downloads of my data, so that I can demonstrate the impact of my work.",Unknown,102
1536,"As a depositor, I want to track citations of my data, so that I can demonstrate the impact of my work",Unknown,101
1537,"As a depositor, I want to have guarantees about data integrity, so that I can use my data in the future and I can fulfil funder requirements for archival.",Unknown,154
1538,"As a depositor, I want to attach subject specific discoverability metadata to records, so that researchers in my discipline can find my data more easily.",Unknown,153
1539,"As a depositor, I want to link datasets with the project ORG133, so that compliance with ORG133 can be demonstrated and whole project workflow is linked together.",Unknown,156
1540,"As a depositor, I want to manage and share live research data, so that whole project workflow is linked together.",Unknown,113
1541,"As a depositor, I want to manage multiple versions of the same dataset, so that changes to the dataset are transparent and do not compromise research integrity.",Unknown,160
1542,"As a depositor, I want to allow others to deposit on my behalf, so that I can delegate research data management tasks appropriately.",Unknown,132
1543,"As a data reuser, I want to search the archive through the web, so that I can easily find data relevant to my needs.",Unknown,116
1544,"As a data reuser, I want to access the system in my native language, so that I am not put off reusing ORG153 data by language barriers.",Unknown,147
1545,"As a data reuser, I want to examine and identify deposited files, so that I can make a preliminary assessment of usefulness without downloading the whole dataset.",Unknown,162
1546,"As a data reuser, I want to view an example citation for a dataset, so that I can reference it correctly.",Unknown,105
1547,"As a data reuser, I want to view a ORG84 for a dataset, so that I can get back to the data in future and I can import the dataset into my referencemanagement software automatically.",Unknown,179
1548,"As a data reuser, I want to get a persistent URL for a dataset, so that I can get back to the data in future.",Unknown,109
1549,"As a data reuser, I want to search the archive through ORG154 , so that I can search books, articles and data all in CARDINAL1 place.",Unknown,126
1550,"As a data reuser, I want to see different versions of a dataset at a glance, so that I can be sure I'm using the right version of the dataset.",Unknown,142
1551,"As an externalcollaborator, I want to gain privileged access to data for projects in which I am involved, so that I can collaborate effectively.",Unknown,144
1552,"As an externalcoordinator, I want to have guarantees that my IP rights will not be breached, so that the risk of collaborating with ORG155 is acceptable to me.",Unknown,157
1553,"AS an externalcoordinator, I want to access data from ORG155 collaborators off campus, so that I can collaborate effectively.",Unknown,123
1554,"As a ORG156 administrator, I want to require a minimum set of metadata, so that consistent quality of metadata is maintained.",Unknown,136
1555,"As a ORG156 administrator, I want to approve scheduled disposal of data, so that data which is still required is not destroyed.",Unknown,138
1556,"As a ORG156 administrator, I want to query the entire archive , so that I can report on particular aspects of the archive holdings.",Unknown,142
1557,"As a ORG156 administrator, I want to import ORG155 data from an external data centre wholesale, so that ORG155 data holdings in external archives are not lost if they close down.",Unknown,185
1558,"As a ORG156 administrator, I want to encourage and promote the use of open standards for deposit, so that data is as reusable as possible.",Unknown,149
1559,"As a ORG157 manager, I want to integrate the archive with ORG135, so that I can analyse impact of research data publication I can link funding to all of the outputs it produces.",Unknown,189
1560,"As a ORG157 manager, I want to include records for externally held data complete, so that the university's record of data holdings is complete.",Unknown,157
1561,"As a ORG157 manager, I want to track citation counts for published datasets, so that impact of datasets within academia can be demonstrated.",Unknown,154
1562,"As a ORG157 manager, I want to segment the view and download statistics by country and sector so that impact of datasets outside academia can be demonstrated.",Unknown,172
1563,"As a ORG157 manager, I want to have datasets linked to metadata about projects, so that I can report on projects depositing datasets in relation to funder requirements.",Unknown,182
1564,"As an UnivITservice, I want to store archived data on existing storage systems, so that university data storage is consistent and maintainable and future availability of data can be guaranteed.",Unknown,193
1565,"As an UnivITservice, I want to integrate the archive with existing university systems such as LDAP, so that the cost of administering the system can be kept low.",Unknown,161
1566,"As an UnivITservice, I want to store archived data directly on the ORG158 object store, so that  features can be made.",Unknown,115
1567,"As an UnivITservice, I want to be able to export all data to a different system, so that I am not tied into CARDINAL1 system which may not be the most appropriate at some point in the future.",Unknown,185
1568,"As a developer, I want to deposit and maintain datasets via an API such as GPE11, so that my service can interact with the archive.",Unknown,132
1569,"As an academicpublisher, I want to make persistent web links between my articles and underlying datasets, so that my journals can be seen to be filled with robust, high quality research.",Unknown,186
1570,"As a fundingbody, I want to be reassured that researchers I fund have robust archival plans for their data, so that I can be sure that funding them is a worthwhile investment.",Unknown,175
1571,"As a fundingbody, I want to harvest metadata on outputs from research I fund, so that I can analyse effectiveness of funding strategy and I can encourage cross fertilisation of research outputs.",Unknown,194
1572,"As a repository manager, I want to know all the collections and objects in the ORG159 for which I have custodial responsibility.",Unknown,126
1573,"As a repository manager, I want to be able to update repository information in CARDINAL1 place and be assured updates will be propagated to all relevant places.",Unknown,154
1574,"As a repository manager, I want to constrain curatorial access to my units assets to staff members of my unit and to ORG159 managers having universal access.",Unknown,155
1575,"As a user, I want to list all the collections and objects in the ORG159 that belong to a library unit.",Unknown,100
1576,"As a user, I want to be able to contact repositories.",Unknown,53
1577,"As the ORG159 manager, I want to be able to list for browsing all formal collections represented in the ORG159 along with the appropriate relationships.",Unknown,148
1578,"As a repository manager, I want to know all the collections for which I have curatorial responsibility.",Unknown,103
1579,"As a repository manager, I want to say CARDINAL1 collection is related to another collection.",Unknown,87
1580,"As a repository manager, I want to describe a collection, including its title, it's inclusive / bulk dates, its language(s), and many other aspects.",Unknown,148
1581,"As a repository manager, I want to indicate names related to the collection either as creator, source, or subject.",Unknown,114
1582,"As a repository manager, I want to indicate subjects related to the collection.",Unknown,79
1583,"As a repository manager, I want to indicate other descriptions of the collection that are outside the ORG159 and of probable importance to users.",Unknown,143
1584,"As a repository manager, I want to know all events occurring to a collection.",Unknown,77
1585,"As a user, I want to be able to browse by collections in the ORG159.",Unknown,66
1586,"As a user, I want to be able to limit my search to specified collection(s).",Unknown,75
1587,"As a repository manager, I want know all the components belonging to an object.",Unknown,79
1588,"As repository manager, I want to know all the files belonging to an object.",Unknown,75
1589,"As a repository manager, I want to describe an object, including its title, date(s), language(s), and other aspects.",Unknown,116
1590,"As a repository manager, I want to indicate names related to an object.",Unknown,71
1591,"As a repository manager, I want to indicate subjects that are related to an object.",Unknown,83
1592,"As a repository manager, I want to indicate the copyright status of an object.",Unknown,78
1593,"As a repository manager, I want to indicate any statutes pertinent to an object.",Unknown,80
1594,"As a repository manager, I want to indicate any license pertinent to an object.",Unknown,79
1595,"As a repository manager, I want to indicate any other rights pertinent to an object.",Unknown,84
1596,"As a repository manager, I want to indicate any external versions or descriptions of an object that may be of probable importance to an user.",Unknown,141
1597,"As a repository manager, I want to know all events done to an object over the object's life cycle.",Unknown,98
1598,"As a ORG159 manager, I want to know what repository an object belongs to.",Unknown,71
1599,As a ORG159 manager I want to know what collection(s) an object belongs to.,Unknown,73
1600,"As a user, I want to know what repository an object belongs to.",Unknown,63
1601,"As a user, I want to know what collection(s) an object belongs to.",Unknown,66
1602,"As a user, I want to see all the component parts of an object.",Unknown,62
1603,"As a user, I want to have access to the content files for an object.",Unknown,68
1604,"As a user, I want to know the rights status of an object.",Unknown,57
1605,"As a user, I want to know about other versions of the object or its metadata that might be of use to me.",Unknown,104
1606,"As a repository manager, I want to represent the physical and/or logical structure of an object.",Unknown,96
1607,"As a repository manager, I want to list all the components, in their appropriate order, for an object.",Unknown,102
1608,"As a repository manager, I want to link, when appropriate, a component to another component or to a file.",Unknown,105
1609,"As a repository manager, I want to describe each component as necessary, including title, date(s), language(s), and other facets.",Unknown,129
1610,"As a repository manager, I want to indicate any name that is pertinent to the component.",Unknown,88
1611,"As a repository manager, I want to indicate any subject that is pertinent to the component.",Unknown,91
1612,"As a repository manager, I want to indicate if the component has a copyright status different than that of of the object as a whole.",Unknown,132
1613,"As a repository manager, I want to indicate if a statute pertains to the component, apart from the object as a whole.",Unknown,117
1614,"As a repository manager, I want to indicate if a license pertains to the component, apart from the object as a whole.",Unknown,117
1615,"As a repository manager, I want to indicate if other rights pertain to the component, apart from the object as a whole.",Unknown,119
1616,"As a repository manager, I want to know all events occurring to a component over its life cycle.",Unknown,96
1617,"As a ORG159 manager, I want to present in their assigned order all components comprising an object.",Unknown,97
1618,"As a user, I want to be able to see and navigate the component hierarchy of an object.",Unknown,86
1619,"As a repository manager, I want to know all the content files in the ORG159 for my repository's objects.",Unknown,102
1620,"As a repository manager, I want to associate a content file with either an object or an object component.",Unknown,105
1621,"As a repository manager, I want to know any event that occurred to a content file for any of my repository's objects.",Unknown,117
1622,"As a ORG159 manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.",Unknown,220
1623,"As a ORG159 manager, I want to indicate to preservation managers the checksum and checksum method for each master file for a given object.",Unknown,136
1624,"As a ORG159 manager, I want to indicate the source-capture information for a file where it is useful to do so.",Unknown,108
1625,"As a ORG159 manager, I want to know, via preservation managers, of any object for which integrity or authenticity is in question or that has been updated to a more current file format.",Unknown,182
1626,"As a user, I want access to content files that comprise an object, so that I can decide whether a file is too large to download.",Unknown,128
1627,"As a repository manager, I want to provide a title, in all useful forms, for my repository's collections, objects, and object components.",Unknown,137
1628,"As a repository manager, I want to know any changes occurring to titles for repository's collections, objects, and object components.",Unknown,133
1629,"As a ORG159 manager, I want to present collections, objects, and object components by title.",Unknown,90
1630,"As a user, I want to search collections, objects, and object components by title.",Unknown,81
1631,"As a repository manager, I want to indicate for an object or object component the place of publication, the publisher, edition, etc., when pertinent.",Unknown,149
1632,"As a repository manager, I want to know of any changes made to the origin Info for an object, including its component parts.",Unknown,124
1633,"As a user, I want to know for an object or its component parts the place of publication, the publisher, etc.",Unknown,108
1634,"As a repository manager, I want to describe various facets of a collection, object, or object component that are not addressable via title, date, name, and subject entities.",Unknown,173
1635,"As a repository manager, I want to know of all modifications made to notes for my repository's collections, objects, or object components.",Unknown,138
1636,"As a user, I want to know about various facets of a collection, object, or object component, such as scope and content, various identifiers, conditions governing use/access, etc.",Unknown,178
1637,"As a repository manager, I want to indicate the language(s) for present in a collection, object, or object component.",Unknown,117
1638,"As a repository manager, I want to know of any changes made to language(s) indicated for a collection, object, or object component.",Unknown,131
1639,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",Unknown,109
1640,"As a repository manager, I want to register a name record for each unique identity associated with my repository's collections and objects.",Unknown,139
1641,"As a user, I want to search by for collections and objects by name.",Unknown,67
1642,"As a repository manager, I want to indicate that a name pertinent to a collection, object, or object component has a specific role, such as illustrator, photographer, etc.",Unknown,171
1643,"As a user, I want to scope by searches by name to a specific role such as illustrator, photographer, etc.",Unknown,105
1644,"As a repository manager, I want to indicate all subjects that are pertinent to a collection, object, or object component.",Unknown,121
1645,"As a user, I want to search for collections, objects, and object components by pertinent such headings, including title, topic, genre/form, geographical name, function, occupation, name, PERSON14, etc.",Unknown,206
1646,"As a repository manager, I want to indicate the geo-coordinates for any resource that believe useful to an end user.",Unknown,116
1647,"As a user, I want to see the geographical context of a collection, object, or object component, where pertinent.",Unknown,112
1648,"As a repository manager, I want to indicate all other pertinent versions or descriptions of a resource that are external to the ORG159.",Unknown,133
1649,"As a user, I want to know of all other pertinent versions or descriptions of the resource.",Unknown,90
1650,"As a repository manager, I want to know if the checksum for any of my repository's content files that have changed.",Unknown,115
1651,"As a ORG159 manager, I want to know, via the preservation manager, of all files for which the checksum has changed since last registered.",Unknown,135
1652,"As a repository manager, I want to know, where pertinent, the hardware and software used to generate a content file.",Unknown,116
1653,"As a ORG159 manager, I want to know what objects or object components are still under copyright and cannot be displayed without either a license or incurring risk.",Unknown,161
1654,"As a ORG159 manager, I want to know when copyright for an object or object component is likely to expire per jurisdictional copyright statute.",Unknown,140
1655,"As a ORG159 manager, I want to know when the copyright status for an object or object component is modified, either manually or automatically.",Unknown,140
1656,"As a user, I want to know if an object or object component is under copyright and, where possible, who the rights holder is.",Unknown,124
1657,"As a ORG159 manager, I want to know all the statutes pertinent to an object or object component.",Unknown,94
1658,"As a ORG159 manager, I want to know when the pertinence of a statute to a object or object component is scheduled to expire.",Unknown,122
1659,"As a ORG159 manager, I want to know when the application of a statute to an object or object component has been modified, either manually or automatically.",Unknown,153
1660,"As a ORG159 manager, I want to know if copyrighted content has an applicable license.",Unknown,83
1661,"As a ORG159 manager, I want to know if an object or object component is subject to a library policy that restricts access in any way.",Unknown,131
1662,"As a ORG159 manager, I want to know when application of a library policy to an object or object component is scheduled to expire.",Unknown,127
1663,"As a ORG159 manager, I want to know if application of a library policy to an object or object component has been modified, either manually or automatically.",Unknown,154
1664,"As a ORG159 manager, I want to know all the uses for an object or object component that are permitted or restricted per the rights status of the object or object component.",Unknown,170
1665,"As a ORG159 manager, I want know the dates for when a permission or restriction is active.",Unknown,88
1666,"As a ORG159 manager, I want to know when permitted and restricted acts and/or their active dates are modified.",Unknown,108
1667,"As a ORG159 manager, I want to track all events scheduled for recording in the ORG159.",Unknown,82
1668,"As a ORG159 manager, I want to know the agent(s) responsible for carrying out an event.",Unknown,85
1669,"As a ORG159 manager, I want to know when the event occurred.",Unknown,58
1670,"As a ORG159 manager, I want to know the outcome of the event, e.g., object ORG160 was deleted.",Unknown,88
1671,"As an archivist, I want to apply a license or rights statement, so that I know what I can do with a file.",Unknown,105
1672,"As an archivist, I want to mark individual files as restricted, so that they don't get shared by mistake.",Unknown,105
1673,"As an archivist, I want to mark groups of files as restricted, so that they don't get shared by mistake.",Unknown,104
1674,"As an archivist, I want to restrict a file from view.",Unknown,53
1675,"As an archivist, I want to restrict a group of files from view.",Unknown,63
1676,"As an archivist, I want to set a date on which restrictions will be removed from a file, so that that I don't have to update this by hand.",Unknown,138
1677,"As an archivist, I want to add restriction end date information to files, so that I can share files when they become open.",Unknown,122
1678,"As an archivist, I want to add detailed restrictions to groups of files, so that I know if and how they can be shared.",Unknown,118
1679,"As an archivist, I want to restrict access to some files by IP address, so that I can give reading room access only to certain digital files.",Unknown,141
1680,"As an archivist, I want to restrict access to certain files by user, so that I can allow donor representatives to see certain files.",Unknown,132
1681,"As an archivist, I want to know if a photo has already been scanned, so that I can license it to a researcher.",Unknown,110
1682,"As an archivist, I want to select existing rights statuses and statements, so that I can easily create uniform rights statements.",Unknown,129
1683,"As an archivist, I want to redact information in digital files for a period of time, so that I can provide access to non-sensitive portions of a record.",Unknown,152
1684,"As an archivist, I want to have an online form for licensing archival material, so that the process is more transparent and some of the back and forth can be eliminated.",Unknown,169
1685,"As an archivist, I want to batch edit metadata about files.",Unknown,59
1686,"As an archivist, I want to upload a single file.",Unknown,48
1687,"As an archivist, I want to upload groups of files, so that I can save time.",Unknown,75
1688,"As an archivist, I want to automatically create access copies of files, so that I don't have to do this manually.",Unknown,113
1689,"As an archivist, I want to automatically generate technical metadata, so that I know the file size.",Unknown,99
1690,"As an assistant archivist, I want to upload and tag staff generated working papers, so that staff and researchers are able to easily access them.",Unknown,145
1691,"As an archivist, I want to distinguish between digital objects digitized to preservation standards and those created for access purposes only, so that I know whether I should apply preservation actions.",Unknown,202
1692,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",Unknown,143
1693,"As an archivist, I want to upload scans of images created while answering research requests, so that they can be used again for other research requests.",Unknown,152
1694,"As an archivist, I want to create quality scans of images and documents, so that they can be reused.",Unknown,100
1695,"As an archivist, I want to automatically create access derivatives of digital objects, so that I don't have to do this manually.",Unknown,128
1696,"As an archivist, I want to automatically assign unique identifiers to material I scan, so that I avoid potential errors.",Unknown,120
1697,"As an archivist, I want to automatically embed metadata in file headers, so that I avoid repetitive and easily-forgotten tasks.",Unknown,127
1698,"As an archivist, I want to rotate images, so that I can orient them correctly.",Unknown,78
1699,"As an archivist, I want to apply automatic contrast and level operations to a scanned file, so that I can eliminate unnecessary work.",Unknown,133
1700,"As an archivist, I want to perform contrast, level and other manipulations manually, so that I can improve on results from automated tools.",Unknown,139
1701,"As a donor representative, I want to supply incremental accruals to new and existing collections, so that material can be transferred on an ongoing basis.",Unknown,154
1702,"As an archivist, I want to manage scans of archival material created for educational visits, so that find and refer to them for another visit.",Unknown,142
1703,"As an archivist, I want to manage loan documentation, including preservation photos, forms and correspondence, so that I can find it easily later.",Unknown,146
1704,"As a researcher, I want to generate structured citation data, so that so I can cite a file in a publication.",Unknown,108
1705,"As a researcher, I want to share a link to a file on social media, so that so I can show other people an interesting thing I found.",Unknown,131
1706,"As a researcher, I want to understand the copyright status of the image, so that I know if I can use it.",Unknown,104
1707,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",Unknown,115
1708,"As a researcher, I want to share reports I've written, so that it is available to staff and researchers.",Unknown,104
1709,"As a researcher, I want to download a file, so that I can use it for research without having to come to the reading room.",Unknown,121
1710,"As a researcher, I want to download reports, so that I can use them in immediate and future in talks and articles.",Unknown,114
1711,"As a researcher, I want to locate photographs and documents that I can share on social media.",Unknown,93
1712,"As a researcher, I want to request analog versions of digital objects, so that I can view them in the reading room.",Unknown,115
1713,"As a researcher, I want to order copies of photos, so that I can use them in a publication.",Unknown,91
1714,"As a researcher, I want to receive a notification if something I request in the reading room or for duplication is already digitized, so that I don't have to put in that request.",Unknown,178
1715,"As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images.",Unknown,141
1716,"As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to.",Unknown,169
1717,"As a researcher, I want to stream audio and video files in my web browser.",Unknown,74
1718,"As a researcher, I want to export descriptive data in a common format, so that I can use text mining tools on it.",Unknown,113
1719,"As an archivist, I want to track use of a photo, so that I know if I've sent it to a researcher before.",Unknown,103
1720,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",Unknown,104
1721,"As an archivist, I want to provide access to digital copies of unprocessed material, so that donors can access things they have given us.",Unknown,137
1722,"As an archivist, I want to make as much archival material as possible available for use, so that I can fulfill the ORG161's mission.",Unknown,129
1723,"As an archivist, I want to use archival content on the ORG161 website, so that I can integrate our collections into our web presence.",Unknown,130
1724,"As a donor representative, I want to access the descriptive information about the images scanned for my institutions needs.",Unknown,123
1725,"As a donor representative, I want to look at images that have been scanned from my collection, so that so that I can use them in my institutions exhibits, reports etc.",Unknown,167
1726,"As a researcher, I want to search all files by keyword.",Unknown,55
1727,"As a researcher, I want to search by keyword, so that I can learn what already exists digitally and avoid placing additional duplication requests.",Unknown,146
1728,"As a researcher, I want to see common material across collections, so that so I can prepare a comprehensive analysis.",Unknown,117
1729,"As a researcher, I want to browse through files in a collection.",Unknown,64
1730,"As an archivist, I want to browse through files in a collection.",Unknown,64
1731,"As an archivist, I want to search all files by keyword.",Unknown,55
1732,"As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material.",Unknown,127
1733,"As an archivist, I want to search by tag, so that it makes finding particular photographs easier.",Unknown,97
1734,"As an archivist, I want to access the digital files on the X-drive, so that I can use them.",Unknown,91
1735,"As an assistant archivist, I want to easily access interdepartmental forms.",Unknown,75
1736,"As an archivist, I want to have electronic versions of the collection files available for staff use, so that I increase accessibility and I do not lose the original files.",Unknown,171
1737,"As a researcher, I want to be able to search across photo collection images, so that I can prepare presentations.",Unknown,113
1738,"As a researcher, I want to search using structured data, so that I can find everything relevant to my inquiry across collections.",Unknown,129
1739,"As a researcher, I want to access tagged working papers, so that my research process is better informed.",Unknown,104
1740,"As a researcher, I want to access educational outreach materials, so that I can make connections with institutions.",Unknown,115
1741,"As a researcher, I want to have accurate cross-collection citation information, so that I can find materials again.",Unknown,115
1742,"As a researcher, I want to access digitized archival materials without mediation, so that I can decide what, I want to look at.",Unknown,127
1743,"As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements.",Unknown,164
1744,"As a researcher, I want to ask a question about a specific file, so that I can find out more information.",Unknown,105
1745,"As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research.",Unknown,173
1746,"As a researcher, I want to know the date on which something was digitized, so that I know if it's been digitized since I last looked.",Unknown,133
1747,"As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors.",Unknown,126
1748,"As a researcher, I want to view thumbnails of photos, so that I can make a selection of which one I want to license.",Unknown,116
1749,"As a researcher, I want to know when only part of a folder has been digitized, so that I know if I am seeing everything or only a portion.",Unknown,138
1750,"As a donor representative, I want to see thumbnails of images, so that I can select which one I want.",Unknown,101
1751,"As an researcher, I want to view film clips, so that I can see excerpts of films.",Unknown,81
1752,"As an archivist, I want to search images by photographer.",Unknown,57
1753,"As an archivist, I want to search images by people represented in them.",Unknown,71
1754,"As an archivist, I want to search images by place the photo was taken.",Unknown,70
1755,"As an archivist, I want to search images by rights.",Unknown,51
1756,"As an archivist, I want to search index cards and other non-public finding aids, so that I can provide better research assistance.",Unknown,130
1757,"As an archivist, I want to view collection files, so that I can gain background information for processing a collection.",Unknown,120
1758,"As an archivist, I want to view physical locations for non-archival material, so that I can provide research services to donors.",Unknown,128
1759,"As an archivist, I want to find files that cannot be made publicly available, so that I can easily access everything that's been digitized.",Unknown,139
1760,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",Unknown,143
1761,"As an archivist, I want to search individual material types.",Unknown,60
1762,"As an archivist, I want to search images by uploading an image, so that so I can find images when i don't have any metadata.",Unknown,124
1763,"As an administrator, I want to create user groups, so that I can control user permissions.",Unknown,90
1764,"As an administrator, I want to create user roles, so that I can group users by role.",Unknown,84
1765,"As an administrator, I want to assign ORG161 staff to different user groups, so that I can control read/write access.",Unknown,114
1766,"As an administrator, I want to assign rights to user groups or roles, so that I can control what users can and can't do.",Unknown,120
1767,"As an administrator, I want to allow users to log in using ORG162 credentials, so that I don't have to manage another set of usernames and passwords.",Unknown,159
1768,"As an administrator, I want to have researchers reset their own passwords, so that I don't have to send passwords in cleartext.",Unknown,127
1769,"As an administrator, I want to limit who can see certain metadata fields, so that I can show or hide things from display based on user groups.",Unknown,142
1770,"As a faculty member, I want to access a collection within the repository, so that I can obtain research materials.",Unknown,114
1771,"As a faculty member, I want to direct students to an item within the repository, so that I can facilitate my teaching (i.e. desires ability to link to content).",Unknown,160
1772,"As a ORG163 faculty member, I want to upload data to the repository and associate it with a publication, so that I receive attribution for my data as well as my publications.",Unknown,175
1773,"As a patron, I want to know which reports/datasets are coming out when, so that I can access latest report/dataset.",Unknown,115
1774,"As a patron, I want to select/deselect reports/datasets to be emailed, possibly many at CARDINAL1 time, when new versions are available.",Unknown,130
1775,"As a DB/IR administrator, I want to mark report/dataset not to be emailed/viewable due to error being discovered.",Unknown,113
1776,"As a DB/IR administrator, I want to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.",Unknown,163
1777,"As a ORG163 faculty member, I want to see clearly what reuse rights I have to files discovered in the repository, so that I know how I can reuse them.",Unknown,151
1778,"As a library staff member, I want to apply or remove an access embargo to an item when asked to do this by an item author.",Unknown,122
1779,"As a researcher, I want to stay up to date on research related to a given topic at ORG163, including those in other departments/schools, so that my own research remains relevant and innovative.",Unknown,194
1780,"As a faculty member, I want to easily collect my publications -- both those within the repository and without -- into a single online access point, so that I can raise the profile of my work.",Unknown,191
1781,"As a crossdeptprojteammember, I want to have a better place to collect and share project materials, with a range of organization/tagging and access options, including private (internal group use only), ORG151 and public.",Unknown,224
1782,"As a ORG163 faculty member, I want to upload data and provide a cut and paste formatted citation for people who use it, so that I receive proper attribution for my work.",Unknown,170
1783,"As a patron, I want to view/upload content in multiple formats, including old formats such as ORG164.",Unknown,106
1784,"As a ORG163 faculty member, I want to search the repository and browse through its contents on my phone, so that I can check things on the go.",Unknown,143
1785,"As a ORG163 faculty member, I want to login remotely to the repository using FAC5, so that I can get remote access to ORG163 campus-only content.",Unknown,153
1786,"As a ORG163 faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",Unknown,175
1787,"As an administrator, I want to be able to use systems such as ORG165 to properly track faculty scholarly output in the repositories, so that I can facilitate personnel decisions.",Unknown,212
1788,"As an administrator, I want to see comprehensive tracking statistics that can be presented to faculty in a digestible way, so that I can increase buy-in for contributing their work.",Unknown,181
1789,"As a ORG163 faculty member, I want to be notified if someone downloads any of my items or files, so that I can follow usage and see what others are most interested in reading.",Unknown,176
1790,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",Unknown,125
1791,"As an administrator, I want to disseminate the aforementioned works in a digital space that is strongly branded, so that I can make sure my school is credited for the work.",Unknown,172
1792,"As a faculty member, I want to upload my scholarly work to the repository, so that I can have a persistent URL that can be used for my personal web page and CV.",Unknown,160
1793,"As a library staff member, I want to create collections which highlight rare, archival, or endangered material, so that I can preserve and provide access to this material.",Unknown,171
1794,"As an Extension Administrator, I want to have easy, well documented and supported workflows that can be easily passed on to others when she/others retire, so that continuity can be maintained.",Unknown,192
1795,"As a faculty member, I want to maintain versioning of Extension brochures, FAQs, etc., so that only the most current are used/adapted by other ORG166 in their work.",Unknown,171
1796,"As a ORG163 faculty member, I want to upload a data file and put a CC-By or CC0 license on it, so that my licensing desires are clearly stated.",Unknown,144
1797,"As a ORG163 faculty member, I want to create a collection for my documents, or my organization's documents, and apply some distinctive branding to that collection, so that I can promote my work, or that of my organization.",Unknown,223
1798,"As a ORG163 faculty member, I want to see items I have deposited in the repository appear high up in ORG127 search results, because that's my ticket to stardom.",Unknown,161
1799,"As a repository support team member, I want to alias (or map) an item from CARDINAL1 collection to another (so the item will appear to belong to both collections), because the collection owner has asked them to.",Unknown,205
1800,"As a researcher, I want to discover items in the repository through the library's discovery system and ORG127, so that I can facilitate my easy use of the content.",Unknown,163
1801,"As a researcher, I want to see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF, so that I can correctly identify the source of the content.",Unknown,198
1802,"As a researcher, I want to contact the author of a work that interests me, so that I can learn more about my research.",Unknown,118
1803,"As a researcher, I want to receive updates when new works are published in a given collection or by a given author, so that I can discover more of their work.",Unknown,158
1804,"As a researcher, I want to search within a repository or collection in an effective manner, including searching within subsets of a given collection, so that I can facilitate my use of the collection.",Unknown,200
1805,"As an academicresearcher, I want to find the works of a particular author in one easily sortable spot, so that I can see the evolution of their scholarship over time.",Unknown,166
1806,"As an academicresearcher, I want to the thesis paper of an influential judge or legal thinker to gain insight into how their initial scholarship got started.",Unknown,157
1807,"As a patron, I want to search for report/dataset with keywords or a partial or complete title to locate needed report/dataset.",Unknown,126
1808,"As a patron, I want to browse content by author or subject area to locate needed resources.",Unknown,91
1809,"As a DB/IR administrator, I want to manage subject classifications for ease of patron browsing and searching.",Unknown,109
1810,"As a DB/IR administrator, I want to manage customizable relationship groups in support of patron see also option.",Unknown,113
1811,"As a ORG163 faculty member, I want to search for the dissertations in the repository for which I have been a thesis committee member, to quickly find work by a former student.",Unknown,176
1812,"As a library staff member, I want to make digital items held in trusted external system searchable within our system, so that I can provide seamless access to disparate collections.",Unknown,181
1813,"As a researcher, I want to have information that will help me identify other faculty I might partner/collaborate with.",Unknown,118
1814,"As a student, I want to learn who at ORG163 has or is engaged in research related to a particular topic, so that I can decide if I would like to pursue studies/research at ORG163.",Unknown,181
1815,"As a teachingfacultymember, I want to identify timely and relevant research suitable for use in my curriculum, and be notified of new research/content.",Unknown,151
1816,"As a patron, I want to view multiple versions of a report/dataset to get both timely and historical information.",Unknown,112
1817,"As a faculty member, I want to upload my scholarly work to the repository, so that I can reach a non-academic audience, expand my influence within my academic community, and use it for teaching.",Unknown,194
1818,"As a library staff member, I want to upload material to the repository on the author's behalf, so that I can fulfill a service obligation.",Unknown,138
1819,"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.",Unknown,166
