text,label,text_length
"As a repository manager, I want to list all the components, in their appropriate order, for an object.",Consistency,102
"As a repository manager, I want to link, when appropriate, a component to another component or to a file.",Consistency,105
"As a repository manager, I want to describe each component as necessary, including title, date(s), language(s), and other facets.",Consistency,129
"As a repository manager, I want to indicate any name that is pertinent to the component.",Contacts,88
"As a repository manager, I want to indicate any subject that is pertinent to the component.",Accessibility,91
"As a repository manager, I want to indicate if the component has a copyright status different than that of of the object as a whole.",Chat,132
"As a repository manager, I want to indicate if a statute pertains to the component, apart from the object as a whole.",Contacts,117
"As a repository manager, I want to indicate if a license pertains to the component, apart from the object as a whole.",Chat,117
"As a repository manager, I want to indicate if other rights pertain to the component, apart from the object as a whole.",Accessibility,119
"As a repository manager, I want to know all events occurring to a component over its life cycle.",Aggregation,96
"As a DAMS manager, I want to present in their assigned order all components comprising an object.",Aggregation,97
"As a user, I want to be able to see and navigate the component hierarchy of an object.",Accessibility,86
"As a repository manager, I want to know all the content files in the DAMS for my repository's objects.",Aggregation,102
"As a repository manager, I want to associate a content file with either an object or an object component.",Contacts,105
"As a repository manager, I want to know any event that occurred to a content file for any of my repository's objects.",Aggregation,117
"As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.",Contacts,220
"As a DAMS manager, I want to indicate to preservation managers the checksum and checksum method for each master file for a given object.",Consistency,136
"As a DAMS manager, I want to indicate the source-capture information for a file where it is useful to do so.",Aggregation,108
"As a DAMS manager, I want to know, via preservation managers, of any object for which integrity or authenticity is in question or that has been updated to a more current file format.",Authentication,182
"As a user, I want access to content files that comprise an object, so that I can decide whether a file is too large to download.",Accessibility,128
"As a repository manager, I want to provide a title, in all useful forms, for my repository's collections, objects, and object components.",Contacts,137
"As a repository manager, I want to know any changes occurring to titles for repository's collections, objects, and object components.",Consistency,133
"As a DAMS manager, I want to present collections, objects, and object components by title.",Aggregation,90
"As a user, I want to search collections, objects, and object components by title.",Aggregation,81
"As a repository manager, I want to indicate for an object or object component the place of publication, the publisher, edition, etc., when pertinent.",Consistency,149
"As a repository manager, I want to know of any changes made to the origin Info for an object, including its component parts.",Consistency,124
"As a user, I want to know for an object or its component parts the place of publication, the publisher, etc.",Accessibility,108
"As a repository manager, I want to describe various facets of a collection, object, or object component that are not addressable via title, date, name, and subject entities.",Authentication,173
"As a repository manager, I want to know of all modifications made to notes for my repository's collections, objects, or object components.",Aggregation,138
"As a user, I want to know about various facets of a collection, object, or object component, such as scope and content, various identifiers, conditions governing use/access, etc.",Accessibility,178
"As a repository manager, I want to indicate the language(s) for present in a collection, object, or object component.",Aggregation,117
"As a repository manager, I want to know of any changes made to language(s) indicated for a collection, object, or object component.",Aggregation,131
"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",Aggregation,109
"As a repository manager, I want to register a name record for each unique identity associated with my repository's collections and objects.",Authentication,139
"As a user, I want to search by for collections and objects by name.",Aggregation,67
"As a repository manager, I want to indicate that a name pertinent to a collection, object, or object component has a specific role, such as illustrator, photographer, etc.",Consistency,171
"As a user, I want to scope by searches by name to a specific role such as illustrator, photographer, etc.",Aggregation,105
"As a repository manager, I want to indicate all subjects that are pertinent to a collection, object, or object component.",Aggregation,121
"As a user, I want to search for collections, objects, and object components by pertinent such headings, including title, topic, genre/form, geographical name, function, occupation, name, cartographics, etc.",Aggregation,206
"As a repository manager, I want to indicate the geo-coordinates for any resource that believe useful to an end user.",Accessibility,116
"As a user, I want to see the geographical context of a collection, object, or object component, where pertinent.",Accessibility,112
"As a repository manager, I want to indicate all other pertinent versions or descriptions of a resource that are external to the DAMS.",Aggregation,133
"As a user, I want to know of all other pertinent versions or descriptions of the resource.",Aggregation,90
"As a repository manager, I want to know if the checksum for any of my repository's content files that have changed.",Consistency,115
"As a DAMS manager, I want to know, via the preservation manager, of all files for which the checksum has changed since last registered.",Aggregation,135
"As a repository manager, I want to know, where pertinent, the hardware and software used to generate a content file.",Consistency,116
"As a DAMS manager, I want to know what objects or object components are still under copyright and cannot be displayed without either a license or incurring risk.",Contacts,161
"As a DAMS manager, I want to know when copyright for an object or object component is likely to expire per jurisdictional copyright statute.",Contacts,140
"As a DAMS manager, I want to know when the copyright status for an object or object component is modified, either manually or automatically.",Contacts,140
"As a user, I want to know if an object or object component is under copyright and, where possible, who the rights holder is.",Authentication,124
"As a DAMS manager, I want to know all the statutes pertinent to an object or object component.",Contacts,94
"As a DAMS manager, I want to know when the pertinence of a statute to a object or object component is scheduled to expire.",Contacts,122
"As a DAMS manager, I want to know when the application of a statute to an object or object component has been modified, either manually or automatically.",Consistency,153
"As a DAMS manager, I want to know if copyrighted content has an applicable license.",Authentication,83
"As a DAMS manager, I want to know if an object or object component is subject to a library policy that restricts access in any way.",Accessibility,131
"As a DAMS manager, I want to know when application of a library policy to an object or object component is scheduled to expire.",Consistency,127
"As a DAMS manager, I want to know if application of a library policy to an object or object component has been modified, either manually or automatically.",Consistency,154
"As a DAMS manager, I want to know all the uses for an object or object component that are permitted or restricted per the rights status of the object or object component.",Contacts,170
"As a DAMS manager, I want know the dates for when a permission or restriction is active.",Consistency,88
"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.",Contacts,108
"As a DAMS manager, I want to track all events scheduled for recording in the DAMS.",Aggregation,82
"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.",Contacts,85
"As a DAMS manager, I want to know when the event occurred.",Authentication,58
"As a DAMS manager, I want to know the outcome of the event, e.g., object NN was deleted.",Consistency,88
"As an archivist, I want to apply a license or rights statement, so that I know what I can do with a file.",Accessibility,105
"As an archivist, I want to mark individual files as restricted, so that they don't get shared by mistake.",Authentication,105
"As an archivist, I want to mark groups of files as restricted, so that they don't get shared by mistake.",Aggregation,104
"As an archivist, I want to restrict a file from view.",Authentication,53
"As an archivist, I want to restrict a group of files from view.",Aggregation,63
"As an archivist, I want to set a date on which restrictions will be removed from a file, so that that I don't have to update this by hand.",Consistency,138
"As an archivist, I want to add restriction end date information to files, so that I can share files when they become open.",Accessibility,122
"As an archivist, I want to add detailed restrictions to groups of files, so that I know if and how they can be shared.",Accessibility,118
"As an archivist, I want to restrict access to some files by IP address, so that I can give reading room access only to certain digital files.",Accessibility,141
"As an archivist, I want to restrict access to certain files by user, so that I can allow donor representatives to see certain files.",Accessibility,132
"As an archivist, I want to know if a photo has already been scanned, so that I can license it to a researcher.",Authentication,110
"As an archivist, I want to select existing rights statuses and statements, so that I can easily create uniform rights statements.",Aggregation,129
"As an archivist, I want to redact information in digital files for a period of time, so that I can provide access to non-sensitive portions of a record.",Accessibility,152
"As an archivist, I want to have an online form for licensing archival material, so that the process is more transparent and some of the back and forth can be eliminated.",Accessibility,169
"As an archivist, I want to batch edit metadata about files.",Aggregation,59
"As an archivist, I want to upload a single file.",Aggregation,48
"As an archivist, I want to upload groups of files, so that I can save time.",Aggregation,75
"As an archivist, I want to automatically create access copies of files, so that I don't have to do this manually.",Accessibility,113
"As an archivist, I want to automatically generate technical metadata, so that I know the file size.",Aggregation,99
"As an assistant archivist, I want to upload and tag staff generated working papers, so that staff and researchers are able to easily access them.",Accessibility,145
"As an archivist, I want to distinguish between digital objects digitized to preservation standards and those created for access purposes only, so that I know whether I should apply preservation actions.",Authentication,202
"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",Accessibility,143
"As an archivist, I want to upload scans of images created while answering research requests, so that they can be used again for other research requests.",Accessibility,152
"As an archivist, I want to create quality scans of images and documents, so that they can be reused.",Accessibility,100
"As an archivist, I want to automatically create access derivatives of digital objects, so that I don't have to do this manually.",Accessibility,128
"As an archivist, I want to automatically assign unique identifiers to material I scan, so that I avoid potential errors.",Authentication,120
"As an archivist, I want to automatically embed metadata in file headers, so that I avoid repetitive and easily-forgotten tasks.",Consistency,127
"As an archivist, I want to rotate images, so that I can orient them correctly.",Consistency,78
"As an archivist, I want to apply automatic contrast and level operations to a scanned file, so that I can eliminate unnecessary work.",Accessibility,133
"As an archivist, I want to perform contrast, level and other manipulations manually, so that I can improve on results from automated tools.",Consistency,139
"As a donor representative, I want to supply incremental accruals to new and existing collections, so that material can be transferred on an ongoing basis.",Consistency,154
"As an archivist, I want to manage scans of archival material created for educational visits, so that find and refer to them for another visit.",Accessibility,142
"As an archivist, I want to manage loan documentation, including preservation photos, forms and correspondence, so that I can find it easily later.",Accessibility,146
"As a researcher, I want to generate structured citation data, so that so I can cite a file in a publication.",Aggregation,108
"As a researcher, I want to share a link to a file on social media, so that so I can show other people an interesting thing I found.",Aggregation,131
"As a researcher, I want to understand the copyright status of the image, so that I know if I can use it.",Authentication,104
"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",Consistency,115
"As a researcher, I want to share reports I've written, so that it is available to staff and researchers.",Accessibility,104
"As a researcher, I want to download a file, so that I can use it for research without having to come to the reading room.",Accessibility,121
"As a researcher, I want to download reports, so that I can use them in immediate and future in talks and articles.",Aggregation,114
"As a researcher, I want to locate photographs and documents that I can share on social media.",Authentication,93
"As a researcher, I want to request analog versions of digital objects, so that I can view them in the reading room.",Accessibility,115
"As a researcher, I want to order copies of photos, so that I can use them in a publication.",Aggregation,91
"As a researcher, I want to receive a notification if something I request in the reading room or for duplication is already digitized, so that I don't have to put in that request.",Accessibility,178
"As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images.",Accessibility,141
"As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to.",Authentication,169
"As a researcher, I want to stream audio and video files in my web browser.",Accessibility,74
"As a researcher, I want to export descriptive data in a common format, so that I can use text mining tools on it.",Aggregation,113
"As an archivist, I want to track use of a photo, so that I know if I've sent it to a researcher before.",Authentication,103
"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",Authentication,104
"As an archivist, I want to provide access to digital copies of unprocessed material, so that donors can access things they have given us.",Accessibility,137
"As an archivist, I want to make as much archival material as possible available for use, so that I can fulfill the RAC's mission.",Accessibility,129
"As an archivist, I want to use archival content on the RAC website, so that I can integrate our collections into our web presence.",Consistency,130
"As a donor representative, I want to access the descriptive information about the images scanned for my institutions needs.",Accessibility,123
"As a donor representative, I want to look at images that have been scanned from my collection, so that so that I can use them in my institutions exhibits, reports etc.",Authentication,167
"As a researcher, I want to search all files by keyword.",Aggregation,55
"As a researcher, I want to search by keyword, so that I can learn what already exists digitally and avoid placing additional duplication requests.",Aggregation,146
"As a researcher, I want to see common material across collections, so that so I can prepare a comprehensive analysis.",Consistency,117
"As a researcher, I want to browse through files in a collection.",Accessibility,64
"As an archivist, I want to browse through files in a collection.",Accessibility,64
"As an archivist, I want to search all files by keyword.",Aggregation,55
"As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material.",Accessibility,127
"As an archivist, I want to search by tag, so that it makes finding particular photographs easier.",Accessibility,97
"As an archivist, I want to access the digital files on the X-drive, so that I can use them.",Accessibility,91
"As an assistant archivist, I want to easily access interdepartmental forms.",Accessibility,75
"As an archivist, I want to have electronic versions of the collection files available for staff use, so that I increase accessibility and I do not lose the original files.",Accessibility,171
"As a researcher, I want to be able to search across photo collection images, so that I can prepare presentations.",Accessibility,113
"As a researcher, I want to search using structured data, so that I can find everything relevant to my inquiry across collections.",Consistency,129
"As a researcher, I want to access tagged working papers, so that my research process is better informed.",Accessibility,104
"As a researcher, I want to access educational outreach materials, so that I can make connections with institutions.",Accessibility,115
"As a researcher, I want to have accurate cross-collection citation information, so that I can find materials again.",Consistency,115
"As a researcher, I want to access digitized archival materials without mediation, so that I can decide what, I want to look at.",Accessibility,127
"As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements.",Authentication,164
"As a researcher, I want to ask a question about a specific file, so that I can find out more information.",Contacts,105
"As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research.",Aggregation,173
"As a researcher, I want to know the date on which something was digitized, so that I know if it's been digitized since I last looked.",Consistency,133
"As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors.",Accessibility,126
"As a researcher, I want to view thumbnails of photos, so that I can make a selection of which one I want to license.",Aggregation,116
"As a researcher, I want to know when only part of a folder has been digitized, so that I know if I am seeing everything or only a portion.",Accessibility,138
"As a donor representative, I want to see thumbnails of images, so that I can select which one I want.",Aggregation,101
"As an researcher, I want to view film clips, so that I can see excerpts of films.",Aggregation,81
"As an archivist, I want to search images by photographer.",Accessibility,57
"As an archivist, I want to search images by people represented in them.",Accessibility,71
"As an archivist, I want to search images by place the photo was taken.",Aggregation,70
"As an archivist, I want to search images by rights.",Authentication,51
"As an archivist, I want to search index cards and other non-public finding aids, so that I can provide better research assistance.",Accessibility,130
"As an archivist, I want to view collection files, so that I can gain background information for processing a collection.",Accessibility,120
"As an archivist, I want to view physical locations for non-archival material, so that I can provide research services to donors.",Accessibility,128
"As an archivist, I want to find files that cannot be made publicly available, so that I can easily access everything that's been digitized.",Accessibility,139
"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",Accessibility,143
"As an archivist, I want to search individual material types.",Accessibility,60
"As an archivist, I want to search images by uploading an image, so that so I can find images when i don't have any metadata.",Accessibility,124
"As an administrator, I want to create user groups, so that I can control user permissions.",Aggregation,90
"As an administrator, I want to create user roles, so that I can group users by role.",Aggregation,84
"As an administrator, I want to assign RAC staff to different user groups, so that I can control read/write access.",Accessibility,114
"As an administrator, I want to assign rights to user groups or roles, so that I can control what users can and can't do.",Consistency,120
"As an administrator, I want to allow users to log in using Active Directory credentials, so that I don't have to manage another set of usernames and passwords.",Authentication,159
"As an administrator, I want to have researchers reset their own passwords, so that I don't have to send passwords in cleartext.",Authentication,127
"As an administrator, I want to limit who can see certain metadata fields, so that I can show or hide things from display based on user groups.",Accessibility,142
"As a faculty member, I want to access a collection within the repository, so that I can obtain research materials.",Accessibility,114
"As a faculty member, I want to direct students to an item within the repository, so that I can facilitate my teaching (i.e. desires ability to link to content).",Accessibility,160
"As a Cornell faculty member, I want to upload data to the repository and associate it with a publication, so that I receive attribution for my data as well as my publications.",Authentication,175
"As a patron, I want to know which reports/datasets are coming out when, so that I can access latest report/dataset.",Accessibility,115
"As a patron, I want to select/deselect reports/datasets to be emailed, possibly many at one time, when new versions are available.",Aggregation,130
"As a DB/IR administrator, I want to mark report/dataset not to be emailed/viewable due to error being discovered.",Authentication,113
"As a DB/IR administrator, I want to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.",Accessibility,163
"As a Cornell faculty member, I want to see clearly what reuse rights I have to files discovered in the repository, so that I know how I can reuse them.",Authentication,151
"As a library staff member, I want to apply or remove an access embargo to an item when asked to do this by an item author.",Accessibility,122
"As a researcher, I want to stay up to date on research related to a given topic at Cornell, including those in other departments/schools, so that my own research remains relevant and innovative.",Consistency,194
"As a faculty member, I want to easily collect my publications -- both those within the repository and without -- into a single online access point, so that I can raise the profile of my work.",Aggregation,191
"As a crossdeptprojteammember, I want to have a better place to collect and share project materials, with a range of organization/tagging and access options, including private (internal group use only), University and public.",Accessibility,224
"As a Cornell faculty member, I want to upload data and provide a cut and paste formatted citation for people who use it, so that I receive proper attribution for my work.",Authentication,170
"As a patron, I want to view/upload content in multiple formats, including old formats such as Lotus Works.",Accessibility,106
"As a Cornell faculty member, I want to search the repository and browse through its contents on my phone, so that I can check things on the go.",Accessibility,143
"As a Cornell faculty member, I want to login remotely to the repository using Shibboleth, so that I can get remote access to Cornell campus-only content.",Authentication,153
"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",Consistency,175
"As an administrator, I want to be able to use systems such as Symplectic Elements and Activity Insight to properly track faculty scholarly output in the repositories, so that I can facilitate personnel decisions.",Consistency,212
"As an administrator, I want to see comprehensive tracking statistics that can be presented to faculty in a digestible way, so that I can increase buy-in for contributing their work.",Aggregation,181
"As a Cornell faculty member, I want to be notified if someone downloads any of my items or files, so that I can follow usage and see what others are most interested in reading.",Authentication,176
"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",Aggregation,125
"As an administrator, I want to disseminate the aforementioned works in a digital space that is strongly branded, so that I can make sure my school is credited for the work.",Consistency,172
"As a faculty member, I want to upload my scholarly work to the repository, so that I can have a persistent URL that can be used for my personal web page and CV.",Accessibility,160
"As a library staff member, I want to create collections which highlight rare, archival, or endangered material, so that I can preserve and provide access to this material.",Accessibility,171
"As an Extension Administrator, I want to have easy, well documented and supported workflows that can be easily passed on to others when she/others retire, so that continuity can be maintained.",Consistency,192
"As a faculty member, I want to maintain versioning of Extension brochures, FAQs, etc., so that only the most current are used/adapted by other CCE Educators in their work.",Consistency,171
"As a Cornell faculty member, I want to upload a data file and put a CC-By or CC0 license on it, so that my licensing desires are clearly stated.",Consistency,144
"As a Cornell faculty member, I want to create a collection for my documents, or my organization's documents, and apply some distinctive branding to that collection, so that I can promote my work, or that of my organization.",Aggregation,223
"As a Cornell faculty member, I want to see items I have deposited in the repository appear high up in Google search results, because that's my ticket to stardom.",Aggregation,161
"As a repository support team member, I want to alias (or map) an item from one collection to another (so the item will appear to belong to both collections), because the collection owner has asked them to.",Aggregation,205
"As a researcher, I want to discover items in the repository through the library's discovery system and Google, so that I can facilitate my easy use of the content.",Accessibility,163
"As a researcher, I want to see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF, so that I can correctly identify the source of the content.",Consistency,198
"As a researcher, I want to contact the author of a work that interests me, so that I can learn more about my research.",Contacts,118
"As a researcher, I want to receive updates when new works are published in a given collection or by a given author, so that I can discover more of their work.",Aggregation,158
"As a researcher, I want to search within a repository or collection in an effective manner, including searching within subsets of a given collection, so that I can facilitate my use of the collection.",Accessibility,200
"As an academicresearcher, I want to find the works of a particular author in one easily sortable spot, so that I can see the evolution of their scholarship over time.",Aggregation,166
"As an academicresearcher, I want to the thesis paper of an influential judge or legal thinker to gain insight into how their initial scholarship got started.",Consistency,157
"As a patron, I want to search for report/dataset with keywords or a partial or complete title to locate needed report/dataset.",Accessibility,126
"As a patron, I want to browse content by author or subject area to locate needed resources.",Aggregation,91
"As a DB/IR administrator, I want to manage subject classifications for ease of patron browsing and searching.",Aggregation,109
"As a DB/IR administrator, I want to manage customizable relationship groups in support of patron see also option.",Aggregation,113
"As a Cornell faculty member, I want to search for the dissertations in the repository for which I have been a thesis committee member, to quickly find work by a former student.",Accessibility,176
"As a library staff member, I want to make digital items held in trusted external system searchable within our system, so that I can provide seamless access to disparate collections.",Accessibility,181
"As a researcher, I want to have information that will help me identify other faculty I might partner/collaborate with.",Contacts,118
"As a student, I want to learn who at Cornell has or is engaged in research related to a particular topic, so that I can decide if I would like to pursue studies/research at Cornell.",Contacts,181
"As a teachingfacultymember, I want to identify timely and relevant research suitable for use in my curriculum, and be notified of new research/content.",Contacts,151
"As a patron, I want to view multiple versions of a report/dataset to get both timely and historical information.",Accessibility,112
"As a faculty member, I want to upload my scholarly work to the repository, so that I can reach a non-academic audience, expand my influence within my academic community, and use it for teaching.",Accessibility,194
"As a library staff member, I want to upload material to the repository on the author's behalf, so that I can fulfill a service obligation.",Authentication,138
"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.",Aggregation,166
"As a library staff member, I want to upload an item to the repository that will only become visible after a specific embargo period has expired, so that I can comply with author or publisher requirements.",Consistency,204
"As a library staff member, I want to include supplementary files such as datasets, slideshows, etc. – with DOIs for each, as needed – when uploading a given work, so that I can provide a robust image of the work in question.",Accessibility,224
"As a library staff member, I want to deliver streaming media from within the repository, so that I can deliver such content in the manner expected and ensure continued access to said content.",Accessibility,191
"As an administrator, I want to have a platform that can support a variety of media file and text-based formats, so that the intellectual output of the school can be showcased and preserved in a more comprehensive way.",Accessibility,217
"As a library staff member, I want to be able to assign an item to more than one collection.",Aggregation,91
"As a library staff member, I want to be able to add custom metadata fields for deposits I make on behalf of researchers to allow for better search capabilities.",Accessibility,160
"As a DB/IR administrator, I want to upload revised report/dataset due to error in report/document.",Consistency,98
"As a DB/IR administrator, I want to upload new version of report/dataset while retaining previous versions for patron use.",Consistency,122
"As a Cornell faculty member, I want to easily assign a CC license to the files I are depositing, so that users know how the materials can be used.",Contacts,146
"As a repository support team member, I want to export a set of records and associated files, manipulate this data set, and reload into the system, because I am aware of a uniform error in a collection.",Aggregation,201
"As a Cornell faculty member, I want to associate a researcherID or ORCID with a submission, so that there is no ambiguity between my work and someone else with the same name.",Authentication,174
"As a student, I want to upload to the repository the data that is associated with my embargoed dissertation to meet requirements of a DMP I submitted with my NSF DDIG.",Accessibility,167
"As a library staff member, I want to have customizable metadata fields, so that each project is described in the most accurate way possible.",Consistency,140
"As a faculty member, I want to associate files with my scholarly works such that someone accessing the latter also receives access to the former, so that I can deliver the fullest picture of my research.",Accessibility,203
"As a library staff member, I want to use content and metadata from the repository in other systems and/or web pages easily, so that I can deliver such content in the manner best fit to the audience or occasion.",Consistency,210
"As an Extension Administrator, I want to make resources that were developed for specific projects and geographic areas available to other faculty and educators across NYS.",Accessibility,171
"As a researcher, I want to promote/share my work through interactive maps, so that I can display the range and extent of my work graphically.",Aggregation,141
"As a patron, I want to know other reports/datasets that are related (e.g. see also) to report/dataset being viewed for the purpose finding other related information.",Aggregation,165
"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",Accessibility,219
"As a patron, I want to create a personal account to request email notification when new version of report/dataset is available.",Authentication,127
"As a patron, I want to download report/dataset release calendar to load into own calendar.",Accessibility,90
"As a librarydiscoveryoperator, I want to harvest useful metadata from the repository via OAI, and continue to do so incrementally, so that I can make Cornell publications discoverable in my repository.",Aggregation,201
"As a library staff member, I want to receive a quick response and a reasonable resolution to tech support issues, so that service can proceed with minimal interruption.",Accessibility,168
"As a Cornell faculty member, I want to share on the repository files that are larger than 1GB in a way that still allows users to download them if I want to use them, so that I can meet funder requirements.",Accessibility,206
"As a DB/IR administrator, I want to login to personal account with access to authorized functions.",Authentication,98
"As a DB/IR administrator, I want to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.",Authentication,152
"As a DB/IR administrator, I want to set up or delete accounts for other administrators with various levels of permission.",Accessibility,121
"As a DB/IR administrator, I want to see a list of all administrators for ease of administering accounts.",Contacts,104
"As a DB/IR administrator, I want to have robust searching and tracking features for existing and newly created patron accounts.",Accessibility,127
"As a DB/IR administrator, I want to unpublish a report/dataset if requested to do so by USDA agency.",Accessibility,100
"As a DB/IR administrator, I want to add future release dates of reports/datasets to calendar for patron FYI.",Consistency,108
"As a faculty member, I want to recommend a digital collection be built in the repository, so that I can assist in my research.",Aggregation,126
"As a DB/IR administrator, I want to search for administrator accounts using full/partial email or name.",Accessibility,103
"As a DB/IR administrator, I want to administrate patron accounts for purpose of closing accounts, viewing subscriptions, changing subscriptions, resetting passwords, changing email address, etc.",Accessibility,194
"As a library staff member, I want to create custom metadata fields for certain collections, and allow searching of those fields, so that I can best reflect and deliver diverse content.",Aggregation,184
"As a repository support team member, I want to move a collection, so that I can fulfill the collection owner's request.",Aggregation,119
"As a repository support team member, I want to rename a collection, so that I can fulfill the collection owner's request.",Contacts,121
"As an asset manager, I want to be assured that the digital copy I deposit is stored redundantly, so that when one copy suffers destruction or unwanted changes, I still have other good copies to restore from.",Consistency,207
"As an asset manager, I want to be assured that threats to copies in one repository are not automatically incurred by the redundant copies.",Consistency,138
"As an asset manager, I want to be assured that the assets can be taken out of the repository, and that the assets taken out are the same as those that are put in.",Consistency,162
"As an asset manager, I want to know what the intellectual value of the asset is to the institution at the time of deposit, so that I obtain guidance in the evaluation of it for current value for the institution.",Consistency,211
"As an asset manager, I want to have a mechanism to obtain a listing or understanding of all the assets that have been deposited, and their current status.",Aggregation,154
"As an asset manager, I want to be assured that funding and staffing of the IR have a commitment to longevity of the repository through published plans and/or explicit contract clauses.",Contacts,184
"As a stakeholder, I want to have files adequately described, so that I can successfully render them in my contemporary operating environment.",Accessibility,141
"As a library staff member, I want to preserve both the content and the metadata within the repository in a robust manner, so that I can provide stable, long-term access to this material.",Accessibility,186
"As a data curator, I want to upload a new version of an item that has changed, while still allowing old versions to be accessed.",Accessibility,128
"As a library staff member, I want to create a collection, sometimes with custom metadata fields, so that I can house digital material for wider distribution.",Aggregation,157
"As a library staff member, I want to trace the list of revisors to determine who uploaded an item to the repository, so that I can confirm that proper procedures were followed.",Authentication,176
"As an asset manager, I want to be assured that there is a formal plan for the disposition of assets if the IR should cease.",Authentication,123
"As an asset manager, I want to have mechanism to pass ownership/management of the assets to a successor.",Consistency,104
"As a patron, I want to email system provider to report issues and ask questions.",Contacts,80
"As a data curator, I want to have a mechanism to allow for records scheduling for items that do not need to be stored indefinitely.",Aggregation,131
"As a user, I want to search and discover music using content identification or fingerprinting.",Authentication,94
"As a user, I want to search and discover music based on my profile.",Aggregation,67
"As a user, I want to search and discover music based on other users similar to myself.",Aggregation,86
"As a user, I want to search and discover music or ringback tones similar to a given music video based on content similarity.",Aggregation,124
"As a user, I want to search and discover music by exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path.",Aggregation,171
"As a user, I want to upload tagged videos and have tags available for all further processing steps.",Aggregation,99
"As a user, I want to view thumbnail sequences of video segments.",Aggregation,64
"As a user, I want to get info about similar video items and segments.",Aggregation,69
"As a user, I want to get info about perceptually similar video items and segments.",Aggregation,82
"As a user, I want to receive content recommendations from similar profiles.",Consistency,75
"As a user, I want to receive content recommendations based on most relevant news events in my area.",Aggregation,99
"As a user, I want to identify persons in videos, and receive related information about them.",Authentication,92
"As a user, I want to identify products in videos, and receive related information about them.",Aggregation,93
"As a user, I want to identify broadcaster logos in videos, and receive related information about them.",Aggregation,102
"As a user, I want to identify brands in videos, and receive related information about them.",Aggregation,91
"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.",Aggregation,126
"As a user, I want to walk around, access content using a geographical map and be informed if there are videos covering the area, monuments or any other relevant point of interest.",Accessibility,179
"As a user, I want to search content items using automatic speech recognition.",Accessibility,77
"As an admin, I want to see, validate and edit segmentation of videos.",Aggregation,69
"As an admin, I want to annotate news video segments and extract a topic for each segment.",Aggregation,89
"As an admin, I want to filter and rank videos based on A/V quality aspects.",Aggregation,75
"As an admin, I want to get a quick assessment of whether audio material has been edited before the upload.",Authentication,106
"As an admin, I want to prefilter nudity content.",Consistency,48
"As an admin, I want to prefilter content using search based on lowlevel asset information.",Accessibility,90
"As an admin, I want to automatically validated the ingested contents for copyright infringement.",Authentication,96
"As an admin, I want to prefilter the content using search on highlevel asset information such as metadata and tags either recognized by the system of provided by the user.",Aggregation,171
"As a Zooniverse admin, I want to assess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk.",Chat,164
"As a Zooniverse admin, I want to detect when a scientist should be prompted to look at a subject, based on annotations and information from Talk comments.",Chat,154
"As a Zooniverse admin, I want to identify volunteer types.",Authentication,58
"As a Zooniverse admin, I want to preclassify the Galaxy Zoo images using simple lowlevel image features.",Aggregation,104
"As a Zooniverse admin, I want to automatically detect Snapshot Serengeti images with no classifiable animals in them.",Aggregation,117
"As a Zooniverse admin, I want to perform automatic image series detection for the case of timestamping malfunction in Snapshot Serengeti images.",Aggregation,144
"As a Zooniverse admin, I want to perform automatic animal species preclassification in Snapshot Serengeti.",Aggregation,106
"As a Zooniverse admin, I want to perform automatic animal attribute preclassification in Snapshot Serengeti.",Aggregation,108
"As a Zooniverse admin, I want to perform automatic animal number detection in Snapshot Serengeti.",Aggregation,97
"As a Zooniverse admin, I want to perform automatic segmentation or localization of plankton in Plankton Portal.",Aggregation,111
"As a Zooniverse admin, I want to automatically detect Plankton Portal images with no classifiable plankton in them.",Aggregation,115
